ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
MAI,Mycobacterium avium-intracellulare rarely causes disease of the spine in healthy individuals.,MAI rarely causes disease of the spine in healthy individuals.,mitotic activity index rarely causes disease of the spine in healthy individuals.,rarely,,
MAI,"Renal, cardiac, and splenic pathologies, Mycobacterium avium-intracellulare infection, and cachexia were more common in blacks than in whites and/or Hispanic individuals, and cytomegalovirus and systemic lymphoma were more common in whites and Hispanic individuals than in blacks.","Renal, cardiac, and splenic pathologies, MAI infection, and cachexia were more common in blacks than in whites and/or Hispanic individuals, and cytomegalovirus and systemic lymphoma were more common in whites and Hispanic individuals than in blacks.","Renal, cardiac, and splenic pathologies, mitotic activity index infection, and cachexia were more common in blacks than in whites and/or Hispanic individuals, and cytomegalovirus and systemic lymphoma were more common in whites and Hispanic individuals than in blacks.",infection,,
MAI,Culture later revealed Mycobacterium avium-intracellulare and.,Culture later revealed MAI and.,Culture later revealed mitotic activity index and.,and,,
MAI,HIV/AIDS case histories: diagnostic problems. Mycobacterium avium-intracellulare infection.,HIV/AIDS case histories: diagnostic problems. MAI infection.,HIV/AIDS case histories: diagnostic problems. mitotic activity index infection.,infection,,
MCA,"Patients experiencing malignant stroke of the middle cerebral artery have a high mortality related to cerebral edema, increased ICP, and subsequent cerebral herniation.","Patients experiencing malignant stroke of the MCA have a high mortality related to cerebral edema, increased ICP, and subsequent cerebral herniation.","Patients experiencing malignant stroke of the monoclonal antibodies have a high mortality related to cerebral edema, increased ICP, and subsequent cerebral herniation.",have,,
MCA,Carotid angiography demonstrated occlusion of the left ascending frontal artery complex and retention of contrast medium at the bifurcation of the left middle cerebral artery therefore.,Carotid angiography demonstrated occlusion of the left ascending frontal artery complex and retention of contrast medium at the bifurcation of the left MCA therefore.,Carotid angiography demonstrated occlusion of the left ascending frontal artery complex and retention of contrast medium at the bifurcation of the left monoclonal antibodies therefore.,therefore,,
MCA,"In the current study the authors report on a patient who presented with the acute onset of headache, vomiting, a depressed level of consciousness, and a left hemiparesis and in whom a right middle cerebral artery territory ischemic stroke with hemorrhagic conversion was initially diagnosed.","In the current study the authors report on a patient who presented with the acute onset of headache, vomiting, a depressed level of consciousness, and a left hemiparesis and in whom a right MCA territory ischemic stroke with hemorrhagic conversion was initially diagnosed.","In the current study the authors report on a patient who presented with the acute onset of headache, vomiting, a depressed level of consciousness, and a left hemiparesis and in whom a right monoclonal antibodies territory ischemic stroke with hemorrhagic conversion was initially diagnosed.",territory,,
MCA,METHODS: Ischemic brain injury was induced in rats by injecting a preformed blood clot in the middle cerebral artery and.,METHODS: Ischemic brain injury was induced in rats by injecting a preformed blood clot in the MCA and.,METHODS: Ischemic brain injury was induced in rats by injecting a preformed blood clot in the monoclonal antibodies and.,and,,
MCA,"Six days after capsule implantation, the right middle cerebral artery was occluded.","Six days after capsule implantation, the right MCA was occluded.","Six days after capsule implantation, the right monoclonal antibodies was occluded.",was,,
MCH,Transgenic hyperexpression of Melanin-concentrating hormone produces a phenotype of obesity and glucose intolerance.,Transgenic hyperexpression of MCH produces a phenotype of obesity and glucose intolerance.,Transgenic hyperexpression of Maternal and Child Health produces a phenotype of obesity and glucose intolerance.,produces,,
MCH,"Melanin-concentrating hormone regulates energy homeostasis and has been implicated in other behaviors that impact alcohol consumption (i.e., anxiety, fluid balance, and reward).","MCH regulates energy homeostasis and has been implicated in other behaviors that impact alcohol consumption (i.e., anxiety, fluid balance, and reward).","Maternal and Child Health regulates energy homeostasis and has been implicated in other behaviors that impact alcohol consumption (i.e., anxiety, fluid balance, and reward).",regulates,,
MCH,The orexigenic peptides hypocretin (orexin) and Melanin-concentrating hormone are involved in the control of food intake and in other homeostatic functions including sleep and arousal.,The orexigenic peptides hypocretin (orexin) and MCH are involved in the control of food intake and in other homeostatic functions including sleep and arousal.,The orexigenic peptides hypocretin (orexin) and Maternal and Child Health are involved in the control of food intake and in other homeostatic functions including sleep and arousal.,are,,
MCH,OBJECTIVE: The importance of the Melanin-concentrating hormone system for regulation of energy homeostasis and body weight has been demonstrated in rodents.,OBJECTIVE: The importance of the MCH system for regulation of energy homeostasis and body weight has been demonstrated in rodents.,OBJECTIVE: The importance of the Maternal and Child Health system for regulation of energy homeostasis and body weight has been demonstrated in rodents.,system,,
MCH,In order to investigate the physiological properties of the Melanin-concentrating hormone we have generated and used mice from which the MCH receptor 1 gene was deleted ( MCH R1(Neo/Neo) mice).,In order to investigate the physiological properties of the MCH we have generated and used mice from which the MCH receptor 1 gene was deleted ( MCH R1(Neo/Neo) mice).,In order to investigate the physiological properties of the Maternal and Child Health we have generated and used mice from which the MCH receptor 1 gene was deleted ( MCH R1(Neo/Neo) mice).,we,,
MCV,mean corpuscular volume decreased from 94.3+/-7.3 fl to 86.0+/-4.8 fl (p<0.05).,MCV decreased from 94.3+/-7.3 fl to 86.0+/-4.8 fl (p<0.05).,molluscum contagiosum virus decreased from 94.3+/-7.3 fl to 86.0+/-4.8 fl (p<0.05).,decreased,,
MCV,"Blood samples were analyzed for hemoglobin (Hb), hematocrit (Hct) and mean corpuscular volume at 9 - 12 months; and infants with Hb<11.0 g/dl were further investigated for the cause of anemia.","Blood samples were analyzed for hemoglobin (Hb), hematocrit (Hct) and MCV at 9 - 12 months; and infants with Hb<11.0 g/dl were further investigated for the cause of anemia.","Blood samples were analyzed for hemoglobin (Hb), hematocrit (Hct) and molluscum contagiosum virus at 9 - 12 months; and infants with Hb<11.0 g/dl were further investigated for the cause of anemia.",at,,
