abbr,sentence_a,sentence_b,sentence_c
NPH,"Patients with idiopathic normal pressure hydrocephalus  (17.5 (SD 4.3) mg/l) showed significantly lower CSF beta trace protein levels than patients with Alzheimer's disease (23.8 (6.2) mg/l), depression (24.2 (7.3) mg/l), and normal controls (25.3 (4.9) mg/l).","Patients with idiopathic normal pressure hydrocephalus ( NPH ) (17.5 (SD 4.3) mg/l) showed significantly lower CSF beta trace protein levels than patients with Alzheimer's disease (23.8 (6.2) mg/l), depression (24.2 (7.3) mg/l), and normal controls (25.3 (4.9) mg/l).","Patients with idiopathic normal pressure hydrocephalus ( NPH ) (17.5 (SD 4.3) mg/l) showed significantly lower CSF beta trace protein levels than patients with Alzheimer's disease (23.8 (6.2) mg/l), depression (24.2 (7.3) mg/l), and normal controls (25.3 (4.9) mg/l)."
NPH,OBJECTIVE: To determine if patients with normal pressure hydrocephalus  have larger head size than normal controls.,OBJECTIVE: To determine if patients with normal pressure hydrocephalus ( NPH ) have larger head size than normal controls.,OBJECTIVE: To determine if patients with normal pressure hydrocephalus ( NPH ) have larger head size than normal controls.
NPH,The effect of surgical treatment of patients with normal pressure hydrocephalus  is reported to be variable.,The effect of surgical treatment of patients with normal pressure hydrocephalus ( NPH ) is reported to be variable.,The effect of surgical treatment of patients with normal pressure hydrocephalus ( NPH ) is reported to be variable.
NSAID,"Here, we have investigated the role of H(2)S in a rodent model of nonsteroidal anti-inflammatory drug  gastropathy.","Here, we have investigated the role of H(2)S in a rodent model of nonsteroidal anti-inflammatory drug ( NSAID ) gastropathy.","Here, we have investigated the role of H(2)S in a rodent model of nonsteroidal anti-inflammatory drug ( NSAID ) gastropathy."
NSAID,"METHODS: This was a cross-sectional study among veterans prescribed a nonsteroidal anti-inflammatory drug  from January 1, 2002, to December 31, 2002.","METHODS: This was a cross-sectional study among veterans prescribed a nonsteroidal anti-inflammatory drug ( NSAID ) from January 1, 2002, to December 31, 2002.","METHODS: This was a cross-sectional study among veterans prescribed a nonsteroidal anti-inflammatory drug ( NSAID ) from January 1, 2002, to December 31, 2002."
NSAID,"Seventeen (59%) dogs had received at least 1 other nonsteroidal anti-inflammatory drug  or a corticosteroid in close temporal association (within 24 hours) with deracoxib administration (ie, immediately before or following).","Seventeen (59%) dogs had received at least 1 other nonsteroidal anti-inflammatory drug ( NSAID ) or a corticosteroid in close temporal association (within 24 hours) with deracoxib administration (ie, immediately before or following).","Seventeen (59%) dogs had received at least 1 other nonsteroidal anti-inflammatory drug ( NSAID ) or a corticosteroid in close temporal association (within 24 hours) with deracoxib administration (ie, immediately before or following)."
NSAID,"During the study, 77% of patients were regular nonsteroidal anti-inflammatory drug  and/or analgesic users (defined as those who took medication 23 days per week), and 68% were regular NSAID users.","During the study, 77% of patients were regular nonsteroidal anti-inflammatory drug ( NSAID ) and/or analgesic users (defined as those who took medication 23 days per week), and 68% were regular NSAID users.","During the study, 77% of patients were regular nonsteroidal anti-inflammatory drug ( NSAID ) and/or analgesic users (defined as those who took medication 23 days per week), and 68% were regular NSAID users."
NSAID,"In the present study we have compared the expression profile of COX-2 protein, prostaglandin E2 (PGE2) levels and myeloperoxidase activity in acetic acid induced chronic gastric ulcer model in rats treated with omeprazole, misoprostol and COX-2 selective nonsteroidal anti-inflammatory drug  celecoxib.","In the present study we have compared the expression profile of COX-2 protein, prostaglandin E2 (PGE2) levels and myeloperoxidase activity in acetic acid induced chronic gastric ulcer model in rats treated with omeprazole, misoprostol and COX-2 selective nonsteroidal anti-inflammatory drug ( NSAID ) celecoxib.","In the present study we have compared the expression profile of COX-2 protein, prostaglandin E2 (PGE2) levels and myeloperoxidase activity in acetic acid induced chronic gastric ulcer model in rats treated with omeprazole, misoprostol and COX-2 selective nonsteroidal anti-inflammatory drug ( NSAID ) celecoxib."
NSAID,"Indomethacin, a common nonsteroidal anti-inflammatory drug , had no effect on microglial chemotaxis or phagocytosis, but did significantly inhibit the enhanced production of IL-6 after Abeta opsonization.","Indomethacin, a common nonsteroidal anti-inflammatory drug ( NSAID ), had no effect on microglial chemotaxis or phagocytosis, but did significantly inhibit the enhanced production of IL-6 after Abeta opsonization.","Indomethacin, a common nonsteroidal anti-inflammatory drug ( NSAID ), had no effect on microglial chemotaxis or phagocytosis, but did significantly inhibit the enhanced production of IL-6 after Abeta opsonization."
NSAID,OBJECTIVE: To investigate penetration of a topically applied nonsteroidal anti-inflammatory drug  into tissues and synovial fluid.,OBJECTIVE: To investigate penetration of a topically applied nonsteroidal anti-inflammatory drug ( NSAID ) into tissues and synovial fluid.,OBJECTIVE: To investigate penetration of a topically applied nonsteroidal anti-inflammatory drug ( NSAID ) into tissues and synovial fluid.
NSAID,"S-2474 is a novel nonsteroidal anti-inflammatory drug , which inhibits COX-2 and contains the di-tert-butylphenol antioxidant moiety.","S-2474 is a novel nonsteroidal anti-inflammatory drug ( NSAID ), which inhibits COX-2 and contains the di-tert-butylphenol antioxidant moiety.","S-2474 is a novel nonsteroidal anti-inflammatory drug ( NSAID ), which inhibits COX-2 and contains the di-tert-butylphenol antioxidant moiety."
NSAID,In the medical community lectures and publications about nonsteroidal anti-inflammatory drug  hypersensitivity have led to an increasing awareness and diagnosis of this condition.,In the medical community lectures and publications about nonsteroidal anti-inflammatory drug ( NSAID ) hypersensitivity have led to an increasing awareness and diagnosis of this condition.,In the medical community lectures and publications about nonsteroidal anti-inflammatory drug ( NSAID ) hypersensitivity have led to an increasing awareness and diagnosis of this condition.
NSAID,"Oral administration of this drug, by getting rid of enteric bacteria, could also be employed to achieve selective bowel decontamination in acute pancreatitis, liver cirrhosis (thus preventing spontaneous bacterial peritonitis) and nonsteroidal anti-inflammatory drug  use (lessening in that way NSAID enteropathy).","Oral administration of this drug, by getting rid of enteric bacteria, could also be employed to achieve selective bowel decontamination in acute pancreatitis, liver cirrhosis (thus preventing spontaneous bacterial peritonitis) and nonsteroidal anti-inflammatory drug ( NSAID ) use (lessening in that way NSAID enteropathy).","Oral administration of this drug, by getting rid of enteric bacteria, could also be employed to achieve selective bowel decontamination in acute pancreatitis, liver cirrhosis (thus preventing spontaneous bacterial peritonitis) and nonsteroidal anti-inflammatory drug ( NSAID ) use (lessening in that way NSAID enteropathy)."
NST,"Previous studies have shown a modulatory influence of limbic forebrain areas, such as the central nucleus of the amygdala and lateral hypothalamus, on the activity of taste-responsive cells in the nucleus of the solitary tract .","Previous studies have shown a modulatory influence of limbic forebrain areas, such as the central nucleus of the amygdala and lateral hypothalamus, on the activity of taste-responsive cells in the nucleus of the solitary tract ( NST ).","Previous studies have shown a modulatory influence of limbic forebrain areas, such as the central nucleus of the amygdala and lateral hypothalamus, on the activity of taste-responsive cells in the nucleus of the solitary tract ( NST )."
NST,The nucleus of the solitary tract  processes substantial visceral afferent input and sends divergent projections to a wide array of CNS targets.,The nucleus of the solitary tract ( NST ) processes substantial visceral afferent input and sends divergent projections to a wide array of CNS targets.,The nucleus of the solitary tract ( NST ) processes substantial visceral afferent input and sends divergent projections to a wide array of CNS targets.
NST,Taste-evoked neural responses in the nucleus of the solitary tract  are subject to both excitatory and inhibitory modulation by physiological conditions that influence ingestion.,Taste-evoked neural responses in the nucleus of the solitary tract ( NST ) are subject to both excitatory and inhibitory modulation by physiological conditions that influence ingestion.,Taste-evoked neural responses in the nucleus of the solitary tract ( NST ) are subject to both excitatory and inhibitory modulation by physiological conditions that influence ingestion.
NST,Reco NST ructions indicated that inferior salivatory neurons extend in a rostral-caudal distribution just adjacent to the medial border of the nucleus of the solitary tract .,Reco NST ructions indicated that inferior salivatory neurons extend in a rostral-caudal distribution just adjacent to the medial border of the nucleus of the solitary tract ( NST ).,Reco NST ructions indicated that inferior salivatory neurons extend in a rostral-caudal distribution just adjacent to the medial border of the nucleus of the solitary tract ( NST ).
NST,"Behavioral, autonomic, and endocrine outputs of the CNS are subject to important feedback modulation by viscerosensory signals that are conveyed initially to the hindbrain nucleus of the solitary tract .","Behavioral, autonomic, and endocrine outputs of the CNS are subject to important feedback modulation by viscerosensory signals that are conveyed initially to the hindbrain nucleus of the solitary tract ( NST ).","Behavioral, autonomic, and endocrine outputs of the CNS are subject to important feedback modulation by viscerosensory signals that are conveyed initially to the hindbrain nucleus of the solitary tract ( NST )."
NST,"LVP motoneurons are localized in the nucleus ambiguus (Amb), and afferent neurons project into the bilateral regions of the nucleus of the solitary tract .","LVP motoneurons are localized in the nucleus ambiguus (Amb), and afferent neurons project into the bilateral regions of the nucleus of the solitary tract ( NST ).","LVP motoneurons are localized in the nucleus ambiguus (Amb), and afferent neurons project into the bilateral regions of the nucleus of the solitary tract ( NST )."
NST,"Several neurotransmitters, including excitatory amino acids, GABA, and substance P, are involved in synaptic processing within the rostral portion of the nucleus of the solitary tract .","Several neurotransmitters, including excitatory amino acids, GABA, and substance P, are involved in synaptic processing within the rostral portion of the nucleus of the solitary tract ( NST ).","Several neurotransmitters, including excitatory amino acids, GABA, and substance P, are involved in synaptic processing within the rostral portion of the nucleus of the solitary tract ( NST )."
